PROVIDER;DESCRIPTION;SUBSCRIPTIONID;LOCATION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_SECTION;REQUIREMENTS_ATTRIBUTES_CCMLITE;REQUIREMENTS_ATTRIBUTES_IAAS;REQUIREMENTS_ATTRIBUTES_PAAS;REQUIREMENTS_ATTRIBUTES_SAAS;REQUIREMENTS_ATTRIBUTES_SCOPEAPPLICABILITY;STATUS;STATUSEXTENDED;RESOURCEID;RESOURCENAME;CHECKID;MUTED;FRAMEWORK;NAME
azure;The Cloud Security Alliance (CSA) Cloud Controls Matrix (CCM) is a cybersecurity control framework for cloud computing, composed of 197 control objectives structured in 17 domains covering all key aspects of cloud technology. The CCM can be used as a tool for the systematic assessment of a cloud implementation, and provides guidance on which security controls should be implemented by which actor within the cloud supply chain.;7e3283a3-d466-4e6f-95b1-543eec016e08;global;2026-07-04 03:44:37.699268;IAM-10;Define and implement an access process to ensure privileged access roles and rights are granted for a time limited period, and implement procedures to prevent the culmination of segregated privileged access.;Identity & Access Management;Yes;Shared;Shared;Shared;[{'ReferenceId': 'AICPA TSC 2017', 'Identifiers': ['CC6.1', 'CC6.2', 'CC6.3']}, {'ReferenceId': 'CIS v8.0', 'Identifiers': ['5.1', '6.5']}, {'ReferenceId': 'ISF SOGP 2022', 'Identifiers': ['SA1.3']}, {'ReferenceId': 'ISO/IEC 27001:2013,27002:2013,27017:2015,27018:2019', 'Identifiers': ['27001: A.9.2.3', '27002: 9.2.3', '27017: 9.2.3', '27018: 9.2.3', '27001: A.9.4.4', '27002: 9.4.4', '27017: 9.4.4']}, {'ReferenceId': 'ISO/IEC 27001:2022, 27002:2022', 'Identifiers': ['27001: A.8.2', '27001: A.8.18', '27002: 8.2 (i)']}, {'ReferenceId': 'NIST 800-53 rev 5', 'Identifiers': ['AC-2', 'AC-2(7)', 'AC-3', 'AC-3(4)', 'AC-3(11)', 'AC-3(13)', 'AC-3(14)', 'AC-6', 'AC-6(4)', 'AC-6(5)', 'AC-6(8)', 'AC-12', 'AC-12(3)', 'AC-17', 'AC-17(4)', 'IA-8', 'IA-8(4)']}, {'ReferenceId': 'NIST CSF v1.1', 'Identifiers': ['PR.AC-4']}, {'ReferenceId': 'NIST CSF v2.0', 'Identifiers': ['PR.AA-05']}, {'ReferenceId': 'PCI DSS v3.2.1', 'Identifiers': ['7.1']}, {'ReferenceId': 'PCI DSS v4.0', 'Identifiers': ['7.2.1', '7.2.2']}];PASS;Role assignment 172c3ef7-ceb3-2b79-9a43-b83ab1023d95 in subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) does not grant User Access Administrator role.;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/providers/Microsoft.Authorization/roleAssignments/172c3ef7-ceb3-2b79-9a43-b83ab1023d95;172c3ef7-ceb3-2b79-9a43-b83ab1023d95;iam_role_user_access_admin_restricted;False;CSA-CCM;CSA Cloud Controls Matrix (CCM) v4.0.13
azure;The Cloud Security Alliance (CSA) Cloud Controls Matrix (CCM) is a cybersecurity control framework for cloud computing, composed of 197 control objectives structured in 17 domains covering all key aspects of cloud technology. The CCM can be used as a tool for the systematic assessment of a cloud implementation, and provides guidance on which security controls should be implemented by which actor within the cloud supply chain.;7e3283a3-d466-4e6f-95b1-543eec016e08;global;2026-07-04 03:44:37.699268;CCC-04;Restrict the unauthorized addition, removal, update, and management of organization assets.;Change Control and Configuration Management;Yes;Shared;Shared;Shared;[{'ReferenceId': 'AICPA TSC 2017', 'Identifiers': ['CC8.1']}, {'ReferenceId': 'CCM v3.0.1', 'Identifiers': ['CCC-04']}, {'ReferenceId': 'ENX ISA v6.0', 'Identifiers': ['5.2.1', '1.3.4', '5.3.1']}, {'ReferenceId': 'ISF SOGP 2022', 'Identifiers': ['SY2.4', 'SM2.6']}, {'ReferenceId': 'ISO/IEC 27001:2013,27002:2013,27017:2015,27018:2019', 'Identifiers': ['27001: A.12.1.4', '27002: 12.1.4', '27001: A.12.4.2', '27002: 12.4.2', '27001: A.14.2.2', '27017: 14.2.2']}, {'ReferenceId': 'ISO/IEC 27001:2022, 27002:2022', 'Identifiers': ['27001: A.8.3', '27001: A.8.4', '27001: A.8.15', '27001: A.8.31', '27001: A.8.32']}, {'ReferenceId': 'NIST 800-53 rev 5', 'Identifiers': ['CA-7', 'CA-7(4)', 'CM-3', 'CM-3(1)', 'CM-3(5)', 'CM-3(7)', 'CM-3(8)', 'CM-5', 'CM-5(1)', 'CM-5(4)', 'CM-5(5)', 'CM-6', 'CM-6(1)', 'CM-6(2)', 'CM-7', 'CM-7(1)', 'CM-7(4)', 'CM-7(5)', 'CM-7(9)']}, {'ReferenceId': 'NIST CSF v1.1', 'Identifiers': ['ID.AM-1', 'ID.AM-2', 'ID.AM-4', 'PR.MA-1', 'PR.MA-2', 'PR.AC-1']}, {'ReferenceId': 'NIST CSF v2.0', 'Identifiers': ['ID.AM-01', 'ID.AM-02', 'ID.AM-04', 'ID.AM-08', 'PR.PS-02', 'PR.PS-03', 'PR.PS-05', 'PR.AA-05']}, {'ReferenceId': 'PCI DSS v3.2.1', 'Identifiers': ['6.4.5.2']}, {'ReferenceId': 'PCI DSS v4.0', 'Identifiers': ['6.5.1', '6.5.2']}];FAIL;There is not an alert for creating Policy Assignments in subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08).;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08;7e3283a3-d466-4e6f-95b1-543eec016e08;monitor_alert_create_policy_assignment;False;CSA-CCM;CSA Cloud Controls Matrix (CCM) v4.0.13
azure;The Cloud Security Alliance (CSA) Cloud Controls Matrix (CCM) is a cybersecurity control framework for cloud computing, composed of 197 control objectives structured in 17 domains covering all key aspects of cloud technology. The CCM can be used as a tool for the systematic assessment of a cloud implementation, and provides guidance on which security controls should be implemented by which actor within the cloud supply chain.;7e3283a3-d466-4e6f-95b1-543eec016e08;global;2026-07-04 03:44:37.699268;CCC-07;Implement detection measures with proactive notification in case of changes deviating from the established baseline.;Change Control and Configuration Management;Yes;Shared;Shared;Shared;[{'ReferenceId': 'AICPA TSC 2017', 'Identifiers': ['CC8.1']}, {'ReferenceId': 'CCM v3.0.1', 'Identifiers': ['GRM-01']}, {'ReferenceId': 'ENX ISA v6.0', 'Identifiers': ['1.5.1', '1.5.2']}, {'ReferenceId': 'ISF SOGP 2022', 'Identifiers': ['SY2.4']}, {'ReferenceId': 'ISO/IEC 27001:2013,27002:2013,27017:2015,27018:2019', 'Identifiers': ['27001: A.14.2.2', '27001: A.14.2.4', '27001: A.12.4.1', '27002: 12.4.1 (g)', '27001: A.5.1.1', '27017: 5.1.1']}, {'ReferenceId': 'ISO/IEC 27001:2022, 27002:2022', 'Identifiers': ['27001: A.8.9', '27001: A.8.15', '27002: 8.9']}, {'ReferenceId': 'NIST 800-53 rev 5', 'Identifiers': ['CM-6', 'CM-6(2)', 'SI-2', 'SI-2(2)-(6)']}, {'ReferenceId': 'NIST CSF v1.1', 'Identifiers': ['PR.MA-1', 'PR.IP-1', 'DE.DP-4', 'PR.IP-3']}, {'ReferenceId': 'NIST CSF v2.0', 'Identifiers': ['PR.PS-01', 'DE.CM-09', 'DE.AE-06']}, {'ReferenceId': 'PCI DSS v3.2.1', 'Identifiers': ['6.4.5.3', '6.4.5.4', '11.5', '11.5.1']}, {'ReferenceId': 'PCI DSS v4.0', 'Identifiers': ['11.5.2', '11.6.1']}];FAIL;There is not an alert for creating Policy Assignments in subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08).;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08;7e3283a3-d466-4e6f-95b1-543eec016e08;monitor_alert_create_policy_assignment;False;CSA-CCM;CSA Cloud Controls Matrix (CCM) v4.0.13
azure;The Cloud Security Alliance (CSA) Cloud Controls Matrix (CCM) is a cybersecurity control framework for cloud computing, composed of 197 control objectives structured in 17 domains covering all key aspects of cloud technology. The CCM can be used as a tool for the systematic assessment of a cloud implementation, and provides guidance on which security controls should be implemented by which actor within the cloud supply chain.;7e3283a3-d466-4e6f-95b1-543eec016e08;global;2026-07-04 03:44:37.699268;LOG-05;Monitor security audit logs to detect activity outside of typical or expected patterns. Establish and follow a defined process to review and take appropriate and timely actions on detected anomalies.;Logging and Monitoring;Yes;Shared;Shared;Shared;[{'ReferenceId': 'AICPA TSC 2017', 'Identifiers': ['CC7.2']}, {'ReferenceId': 'CIS v8.0', 'Identifiers': ['8.8', '8.11']}, {'ReferenceId': 'ENX ISA v6.0', 'Identifiers': ['1.6.1', '1.6.2', '5.2.4']}, {'ReferenceId': 'ISF SOGP 2022', 'Identifiers': ['TM1.3']}, {'ReferenceId': 'ISO/IEC 27001:2013,27002:2013,27017:2015,27018:2019', 'Identifiers': ['27001: A.12.4.3', '27002: 12.4.3']}, {'ReferenceId': 'ISO/IEC 27001:2022, 27002:2022', 'Identifiers': ['27001: A.8.15', '27001: A.8.16']}, {'ReferenceId': 'NIST 800-53 rev 5', 'Identifiers': ['AU-6', 'AU-6(1)', 'AU-6(5)']}, {'ReferenceId': 'NIST CSF v1.1', 'Identifiers': ['DE.AE-3', 'PR.PT-1', 'RS.AN-1', 'RS.CO-1.', 'DE.AE-1', 'DE.AE-5', 'DE.DP-4']}, {'ReferenceId': 'NIST CSF v2.0', 'Identifiers': ['ID.AM-03', 'PR.PS-04', 'DE.AE-02', 'DE.AE-03', 'DE.AE-06', 'DE.AE-07', 'DE.AE-08', 'DE.CM-01', 'DE.CM-02', 'DE.CM-03', 'DE.CM-06', 'DE.CM-09']}, {'ReferenceId': 'PCI DSS v3.2.1', 'Identifiers': ['10.6', '10.6.1']}, {'ReferenceId': 'PCI DSS v4.0', 'Identifiers': ['10.4.1.1', '10.4.2.1']}];FAIL;There is not an alert for creating Policy Assignments in subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08).;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08;7e3283a3-d466-4e6f-95b1-543eec016e08;monitor_alert_create_policy_assignment;False;CSA-CCM;CSA Cloud Controls Matrix (CCM) v4.0.13
azure;The Cloud Security Alliance (CSA) Cloud Controls Matrix (CCM) is a cybersecurity control framework for cloud computing, composed of 197 control objectives structured in 17 domains covering all key aspects of cloud technology. The CCM can be used as a tool for the systematic assessment of a cloud implementation, and provides guidance on which security controls should be implemented by which actor within the cloud supply chain.;7e3283a3-d466-4e6f-95b1-543eec016e08;global;2026-07-04 03:44:37.699268;CCC-07;Implement detection measures with proactive notification in case of changes deviating from the established baseline.;Change Control and Configuration Management;Yes;Shared;Shared;Shared;[{'ReferenceId': 'AICPA TSC 2017', 'Identifiers': ['CC8.1']}, {'ReferenceId': 'CCM v3.0.1', 'Identifiers': ['GRM-01']}, {'ReferenceId': 'ENX ISA v6.0', 'Identifiers': ['1.5.1', '1.5.2']}, {'ReferenceId': 'ISF SOGP 2022', 'Identifiers': ['SY2.4']}, {'ReferenceId': 'ISO/IEC 27001:2013,27002:2013,27017:2015,27018:2019', 'Identifiers': ['27001: A.14.2.2', '27001: A.14.2.4', '27001: A.12.4.1', '27002: 12.4.1 (g)', '27001: A.5.1.1', '27017: 5.1.1']}, {'ReferenceId': 'ISO/IEC 27001:2022, 27002:2022', 'Identifiers': ['27001: A.8.9', '27001: A.8.15', '27002: 8.9']}, {'ReferenceId': 'NIST 800-53 rev 5', 'Identifiers': ['CM-6', 'CM-6(2)', 'SI-2', 'SI-2(2)-(6)']}, {'ReferenceId': 'NIST CSF v1.1', 'Identifiers': ['PR.MA-1', 'PR.IP-1', 'DE.DP-4', 'PR.IP-3']}, {'ReferenceId': 'NIST CSF v2.0', 'Identifiers': ['PR.PS-01', 'DE.CM-09', 'DE.AE-06']}, {'ReferenceId': 'PCI DSS v3.2.1', 'Identifiers': ['6.4.5.3', '6.4.5.4', '11.5', '11.5.1']}, {'ReferenceId': 'PCI DSS v4.0', 'Identifiers': ['11.5.2', '11.6.1']}];FAIL;There is not an alert for creating/updating Network Security Groups in subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08).;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08;7e3283a3-d466-4e6f-95b1-543eec016e08;monitor_alert_create_update_nsg;False;CSA-CCM;CSA Cloud Controls Matrix (CCM) v4.0.13
azure;The Cloud Security Alliance (CSA) Cloud Controls Matrix (CCM) is a cybersecurity control framework for cloud computing, composed of 197 control objectives structured in 17 domains covering all key aspects of cloud technology. The CCM can be used as a tool for the systematic assessment of a cloud implementation, and provides guidance on which security controls should be implemented by which actor within the cloud supply chain.;7e3283a3-d466-4e6f-95b1-543eec016e08;global;2026-07-04 03:44:37.699268;LOG-05;Monitor security audit logs to detect activity outside of typical or expected patterns. Establish and follow a defined process to review and take appropriate and timely actions on detected anomalies.;Logging and Monitoring;Yes;Shared;Shared;Shared;[{'ReferenceId': 'AICPA TSC 2017', 'Identifiers': ['CC7.2']}, {'ReferenceId': 'CIS v8.0', 'Identifiers': ['8.8', '8.11']}, {'ReferenceId': 'ENX ISA v6.0', 'Identifiers': ['1.6.1', '1.6.2', '5.2.4']}, {'ReferenceId': 'ISF SOGP 2022', 'Identifiers': ['TM1.3']}, {'ReferenceId': 'ISO/IEC 27001:2013,27002:2013,27017:2015,27018:2019', 'Identifiers': ['27001: A.12.4.3', '27002: 12.4.3']}, {'ReferenceId': 'ISO/IEC 27001:2022, 27002:2022', 'Identifiers': ['27001: A.8.15', '27001: A.8.16']}, {'ReferenceId': 'NIST 800-53 rev 5', 'Identifiers': ['AU-6', 'AU-6(1)', 'AU-6(5)']}, {'ReferenceId': 'NIST CSF v1.1', 'Identifiers': ['DE.AE-3', 'PR.PT-1', 'RS.AN-1', 'RS.CO-1.', 'DE.AE-1', 'DE.AE-5', 'DE.DP-4']}, {'ReferenceId': 'NIST CSF v2.0', 'Identifiers': ['ID.AM-03', 'PR.PS-04', 'DE.AE-02', 'DE.AE-03', 'DE.AE-06', 'DE.AE-07', 'DE.AE-08', 'DE.CM-01', 'DE.CM-02', 'DE.CM-03', 'DE.CM-06', 'DE.CM-09']}, {'ReferenceId': 'PCI DSS v3.2.1', 'Identifiers': ['10.6', '10.6.1']}, {'ReferenceId': 'PCI DSS v4.0', 'Identifiers': ['10.4.1.1', '10.4.2.1']}];FAIL;There is not an alert for creating/updating Network Security Groups in subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08).;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08;7e3283a3-d466-4e6f-95b1-543eec016e08;monitor_alert_create_update_nsg;False;CSA-CCM;CSA Cloud Controls Matrix (CCM) v4.0.13
azure;The Cloud Security Alliance (CSA) Cloud Controls Matrix (CCM) is a cybersecurity control framework for cloud computing, composed of 197 control objectives structured in 17 domains covering all key aspects of cloud technology. The CCM can be used as a tool for the systematic assessment of a cloud implementation, and provides guidance on which security controls should be implemented by which actor within the cloud supply chain.;7e3283a3-d466-4e6f-95b1-543eec016e08;global;2026-07-04 03:44:37.699268;CCC-07;Implement detection measures with proactive notification in case of changes deviating from the established baseline.;Change Control and Configuration Management;Yes;Shared;Shared;Shared;[{'ReferenceId': 'AICPA TSC 2017', 'Identifiers': ['CC8.1']}, {'ReferenceId': 'CCM v3.0.1', 'Identifiers': ['GRM-01']}, {'ReferenceId': 'ENX ISA v6.0', 'Identifiers': ['1.5.1', '1.5.2']}, {'ReferenceId': 'ISF SOGP 2022', 'Identifiers': ['SY2.4']}, {'ReferenceId': 'ISO/IEC 27001:2013,27002:2013,27017:2015,27018:2019', 'Identifiers': ['27001: A.14.2.2', '27001: A.14.2.4', '27001: A.12.4.1', '27002: 12.4.1 (g)', '27001: A.5.1.1', '27017: 5.1.1']}, {'ReferenceId': 'ISO/IEC 27001:2022, 27002:2022', 'Identifiers': ['27001: A.8.9', '27001: A.8.15', '27002: 8.9']}, {'ReferenceId': 'NIST 800-53 rev 5', 'Identifiers': ['CM-6', 'CM-6(2)', 'SI-2', 'SI-2(2)-(6)']}, {'ReferenceId': 'NIST CSF v1.1', 'Identifiers': ['PR.MA-1', 'PR.IP-1', 'DE.DP-4', 'PR.IP-3']}, {'ReferenceId': 'NIST CSF v2.0', 'Identifiers': ['PR.PS-01', 'DE.CM-09', 'DE.AE-06']}, {'ReferenceId': 'PCI DSS v3.2.1', 'Identifiers': ['6.4.5.3', '6.4.5.4', '11.5', '11.5.1']}, {'ReferenceId': 'PCI DSS v4.0', 'Identifiers': ['11.5.2', '11.6.1']}];FAIL;There is not an alert for creating/updating Public IP address rule in subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08).;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08;7e3283a3-d466-4e6f-95b1-543eec016e08;monitor_alert_create_update_public_ip_address_rule;False;CSA-CCM;CSA Cloud Controls Matrix (CCM) v4.0.13
azure;The Cloud Security Alliance (CSA) Cloud Controls Matrix (CCM) is a cybersecurity control framework for cloud computing, composed of 197 control objectives structured in 17 domains covering all key aspects of cloud technology. The CCM can be used as a tool for the systematic assessment of a cloud implementation, and provides guidance on which security controls should be implemented by which actor within the cloud supply chain.;7e3283a3-d466-4e6f-95b1-543eec016e08;global;2026-07-04 03:44:37.699268;LOG-05;Monitor security audit logs to detect activity outside of typical or expected patterns. Establish and follow a defined process to review and take appropriate and timely actions on detected anomalies.;Logging and Monitoring;Yes;Shared;Shared;Shared;[{'ReferenceId': 'AICPA TSC 2017', 'Identifiers': ['CC7.2']}, {'ReferenceId': 'CIS v8.0', 'Identifiers': ['8.8', '8.11']}, {'ReferenceId': 'ENX ISA v6.0', 'Identifiers': ['1.6.1', '1.6.2', '5.2.4']}, {'ReferenceId': 'ISF SOGP 2022', 'Identifiers': ['TM1.3']}, {'ReferenceId': 'ISO/IEC 27001:2013,27002:2013,27017:2015,27018:2019', 'Identifiers': ['27001: A.12.4.3', '27002: 12.4.3']}, {'ReferenceId': 'ISO/IEC 27001:2022, 27002:2022', 'Identifiers': ['27001: A.8.15', '27001: A.8.16']}, {'ReferenceId': 'NIST 800-53 rev 5', 'Identifiers': ['AU-6', 'AU-6(1)', 'AU-6(5)']}, {'ReferenceId': 'NIST CSF v1.1', 'Identifiers': ['DE.AE-3', 'PR.PT-1', 'RS.AN-1', 'RS.CO-1.', 'DE.AE-1', 'DE.AE-5', 'DE.DP-4']}, {'ReferenceId': 'NIST CSF v2.0', 'Identifiers': ['ID.AM-03', 'PR.PS-04', 'DE.AE-02', 'DE.AE-03', 'DE.AE-06', 'DE.AE-07', 'DE.AE-08', 'DE.CM-01', 'DE.CM-02', 'DE.CM-03', 'DE.CM-06', 'DE.CM-09']}, {'ReferenceId': 'PCI DSS v3.2.1', 'Identifiers': ['10.6', '10.6.1']}, {'ReferenceId': 'PCI DSS v4.0', 'Identifiers': ['10.4.1.1', '10.4.2.1']}];FAIL;There is not an alert for creating/updating Public IP address rule in subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08).;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08;7e3283a3-d466-4e6f-95b1-543eec016e08;monitor_alert_create_update_public_ip_address_rule;False;CSA-CCM;CSA Cloud Controls Matrix (CCM) v4.0.13
azure;The Cloud Security Alliance (CSA) Cloud Controls Matrix (CCM) is a cybersecurity control framework for cloud computing, composed of 197 control objectives structured in 17 domains covering all key aspects of cloud technology. The CCM can be used as a tool for the systematic assessment of a cloud implementation, and provides guidance on which security controls should be implemented by which actor within the cloud supply chain.;7e3283a3-d466-4e6f-95b1-543eec016e08;global;2026-07-04 03:44:37.699268;CCC-07;Implement detection measures with proactive notification in case of changes deviating from the established baseline.;Change Control and Configuration Management;Yes;Shared;Shared;Shared;[{'ReferenceId': 'AICPA TSC 2017', 'Identifiers': ['CC8.1']}, {'ReferenceId': 'CCM v3.0.1', 'Identifiers': ['GRM-01']}, {'ReferenceId': 'ENX ISA v6.0', 'Identifiers': ['1.5.1', '1.5.2']}, {'ReferenceId': 'ISF SOGP 2022', 'Identifiers': ['SY2.4']}, {'ReferenceId': 'ISO/IEC 27001:2013,27002:2013,27017:2015,27018:2019', 'Identifiers': ['27001: A.14.2.2', '27001: A.14.2.4', '27001: A.12.4.1', '27002: 12.4.1 (g)', '27001: A.5.1.1', '27017: 5.1.1']}, {'ReferenceId': 'ISO/IEC 27001:2022, 27002:2022', 'Identifiers': ['27001: A.8.9', '27001: A.8.15', '27002: 8.9']}, {'ReferenceId': 'NIST 800-53 rev 5', 'Identifiers': ['CM-6', 'CM-6(2)', 'SI-2', 'SI-2(2)-(6)']}, {'ReferenceId': 'NIST CSF v1.1', 'Identifiers': ['PR.MA-1', 'PR.IP-1', 'DE.DP-4', 'PR.IP-3']}, {'ReferenceId': 'NIST CSF v2.0', 'Identifiers': ['PR.PS-01', 'DE.CM-09', 'DE.AE-06']}, {'ReferenceId': 'PCI DSS v3.2.1', 'Identifiers': ['6.4.5.3', '6.4.5.4', '11.5', '11.5.1']}, {'ReferenceId': 'PCI DSS v4.0', 'Identifiers': ['11.5.2', '11.6.1']}];FAIL;There is not an alert for creating/updating Security Solution in subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08).;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08;7e3283a3-d466-4e6f-95b1-543eec016e08;monitor_alert_create_update_security_solution;False;CSA-CCM;CSA Cloud Controls Matrix (CCM) v4.0.13
azure;The Cloud Security Alliance (CSA) Cloud Controls Matrix (CCM) is a cybersecurity control framework for cloud computing, composed of 197 control objectives structured in 17 domains covering all key aspects of cloud technology. The CCM can be used as a tool for the systematic assessment of a cloud implementation, and provides guidance on which security controls should be implemented by which actor within the cloud supply chain.;7e3283a3-d466-4e6f-95b1-543eec016e08;global;2026-07-04 03:44:37.699268;LOG-03;Identify and monitor security-related events within applications and the underlying infrastructure. Define and implement a system to generate alerts to responsible stakeholders based on such events and corresponding metrics.;Logging and Monitoring;No;Shared;Shared;Shared;[{'ReferenceId': 'AICPA TSC 2017', 'Identifiers': ['CC6.8', 'CC7.3']}, {'ReferenceId': 'CCM v3.0.1', 'Identifiers': ['SEF-03', 'SEF-05']}, {'ReferenceId': 'CIS v8.0', 'Identifiers': ['8.5']}, {'ReferenceId': 'ENX ISA v6.0', 'Identifiers': ['5.2.4', '5.2.7', '1.6.1']}, {'ReferenceId': 'ISF SOGP 2022', 'Identifiers': ['TM1.2', 'TM1.3']}, {'ReferenceId': 'ISO/IEC 27001:2013,27002:2013,27017:2015,27018:2019', 'Identifiers': ['27001: A.12.4.1', '27002: 12.4.1']}, {'ReferenceId': 'ISO/IEC 27001:2022, 27002:2022', 'Identifiers': ['27001: A.5.28', '27001: A.8.15']}, {'ReferenceId': 'NIST 800-53 rev 5', 'Identifiers': ['AU-5', 'AU-5(2)', 'AU-13']}, {'ReferenceId': 'NIST CSF v1.1', 'Identifiers': ['DE.AE-1', 'DE.AE-2', 'DE.AE-3', 'DE.AE-5', 'DE.CM-1', 'DE.CM-2', 'DE.CM-3', 'DE.CM-4', 'DE.CM-5', 'DE.CM-6', 'DE.CM-7', 'DE.DP-1', 'DE.DP-4', 'DE.AE-4']}, {'ReferenceId': 'NIST CSF v2.0', 'Identifiers': ['PR.PS-04', 'DE.AE-02', 'DE.AE-03', 'DE.AE-04', 'DE.AE-06', 'DE.AE-07', 'DE.AE-08', 'DE.CM-01', 'DE.CM-02', 'DE.CM-03', 'DE.CM-06', 'DE.CM-09']}, {'ReferenceId': 'PCI DSS v3.2.1', 'Identifiers': ['10.2']}, {'ReferenceId': 'PCI DSS v4.0', 'Identifiers': ['10.2.1', '10.2.2', '10.4.1.1', '10.4.2.1', '10.4.3']}];FAIL;There is not an alert for creating/updating Security Solution in subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08).;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08;7e3283a3-d466-4e6f-95b1-543eec016e08;monitor_alert_create_update_security_solution;False;CSA-CCM;CSA Cloud Controls Matrix (CCM) v4.0.13
azure;The Cloud Security Alliance (CSA) Cloud Controls Matrix (CCM) is a cybersecurity control framework for cloud computing, composed of 197 control objectives structured in 17 domains covering all key aspects of cloud technology. The CCM can be used as a tool for the systematic assessment of a cloud implementation, and provides guidance on which security controls should be implemented by which actor within the cloud supply chain.;7e3283a3-d466-4e6f-95b1-543eec016e08;global;2026-07-04 03:44:37.699268;LOG-05;Monitor security audit logs to detect activity outside of typical or expected patterns. Establish and follow a defined process to review and take appropriate and timely actions on detected anomalies.;Logging and Monitoring;Yes;Shared;Shared;Shared;[{'ReferenceId': 'AICPA TSC 2017', 'Identifiers': ['CC7.2']}, {'ReferenceId': 'CIS v8.0', 'Identifiers': ['8.8', '8.11']}, {'ReferenceId': 'ENX ISA v6.0', 'Identifiers': ['1.6.1', '1.6.2', '5.2.4']}, {'ReferenceId': 'ISF SOGP 2022', 'Identifiers': ['TM1.3']}, {'ReferenceId': 'ISO/IEC 27001:2013,27002:2013,27017:2015,27018:2019', 'Identifiers': ['27001: A.12.4.3', '27002: 12.4.3']}, {'ReferenceId': 'ISO/IEC 27001:2022, 27002:2022', 'Identifiers': ['27001: A.8.15', '27001: A.8.16']}, {'ReferenceId': 'NIST 800-53 rev 5', 'Identifiers': ['AU-6', 'AU-6(1)', 'AU-6(5)']}, {'ReferenceId': 'NIST CSF v1.1', 'Identifiers': ['DE.AE-3', 'PR.PT-1', 'RS.AN-1', 'RS.CO-1.', 'DE.AE-1', 'DE.AE-5', 'DE.DP-4']}, {'ReferenceId': 'NIST CSF v2.0', 'Identifiers': ['ID.AM-03', 'PR.PS-04', 'DE.AE-02', 'DE.AE-03', 'DE.AE-06', 'DE.AE-07', 'DE.AE-08', 'DE.CM-01', 'DE.CM-02', 'DE.CM-03', 'DE.CM-06', 'DE.CM-09']}, {'ReferenceId': 'PCI DSS v3.2.1', 'Identifiers': ['10.6', '10.6.1']}, {'ReferenceId': 'PCI DSS v4.0', 'Identifiers': ['10.4.1.1', '10.4.2.1']}];FAIL;There is not an alert for creating/updating Security Solution in subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08).;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08;7e3283a3-d466-4e6f-95b1-543eec016e08;monitor_alert_create_update_security_solution;False;CSA-CCM;CSA Cloud Controls Matrix (CCM) v4.0.13
